Id,DatasetID,IndividualID,OriginalTraitName,OriginalTraitDef,OriginalTraitValue,OriginalTraitUnit,Habitat,LabField,SecondStressor,SecondStressorDef,SecondStressorValue,SecondStressorUnit,Location,LocationType,CoordinateType,Latitude,Longitude,Interactor1,Interactor1Common,Interactor1Kingdom,Interactor1Phylum,Interactor1Class,Interactor1Order,Interactor1Family,Interactor1Genus,Interactor1Species,Interactor1Stage,Interactor1Temp,Interactor1TempUnit,Interactor1GrowthTemp,Interactor1GrowthTempUnit,FigureTable,Citation,DOI,CuratedByCitation,CuratedByDOI,SubmittedBy,ContributorEmail,DefaultChartXaxis,DefaultChartCategory,EmbargoReleaseDate
92648,557,PHX396,development time,individual-level duration of life stage,28.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92651,557,PHX397,development time,individual-level duration of life stage,33.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92653,557,PHX398,development time,individual-level duration of life stage,21.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92655,557,PHX399,development time,individual-level duration of life stage,25.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92657,557,PHX400,development time,individual-level duration of life stage,27.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92659,557,PHX401,development time,individual-level duration of life stage,28.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92661,557,PHX402,development time,individual-level duration of life stage,30.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92663,557,PHX403,development time,individual-level duration of life stage,29.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92665,557,PHX404,development time,individual-level duration of life stage,29.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92668,557,PHX405,development time,individual-level duration of life stage,30.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92670,557,PHX406,development time,individual-level duration of life stage,27.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92672,557,PHX407,development time,individual-level duration of life stage,22.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92674,557,PHX408,development time,individual-level duration of life stage,23.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92676,557,PHX409,development time,individual-level duration of life stage,27.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92678,557,PHX410,development time,individual-level duration of life stage,28.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92680,557,PHX411,development time,individual-level duration of life stage,29.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92683,557,PHX412,development time,individual-level duration of life stage,34.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,0.1,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92685,557,PHX413,development time,individual-level duration of life stage,8.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92687,557,PHX414,development time,individual-level duration of life stage,8.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92689,557,PHX415,development time,individual-level duration of life stage,9.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92691,557,PHX416,development time,individual-level duration of life stage,12.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92693,557,PHX417,development time,individual-level duration of life stage,12.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),22.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92695,557,PHX418,development time,individual-level duration of life stage,8.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92698,557,PHX419,development time,individual-level duration of life stage,8.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92700,557,PHX420,development time,individual-level duration of life stage,8.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92702,557,PHX421,development time,individual-level duration of life stage,8.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92704,557,PHX422,development time,individual-level duration of life stage,8.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92706,557,PHX423,development time,individual-level duration of life stage,9.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92708,557,PHX424,development time,individual-level duration of life stage,9.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92711,557,PHX425,development time,individual-level duration of life stage,8.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92713,557,PHX426,development time,individual-level duration of life stage,8.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92715,557,PHX427,development time,individual-level duration of life stage,8.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
92717,557,PHX428,development time,individual-level duration of life stage,8.0,days,terrestrial,laboratory,resource supply,food quantity supplied at a constant rate ,1.0,mg individual-1 day-1,Fort Myers Florida,field,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,juvenile (not inc egg stage),26.0,Celsius,26.0,Celsius,supplementary material,Huxley et al. 2021. The effect of resource limitation on the temperature-dependance of mosquito fitness. Proc. R. Soc. B. 288: 20203217.,10.1098/rspb.2020.3217,"Da Re, D., Andreo, V., San Miguel, T.V. et al. AedesTraits: A global dataset of temperature–dependent trait responses in Aedes mosquitoes. Sci Data 12, 2033 (2025).",10.1038/s41597-025-06461-z,Paul Huxley,phuxly@gmail.com,Interactor1Temp,SecondStressorValue,2021-01-01
